"No","NOMOR_PBK","TGL_DOKUMEN","TGL_BERLAKU","JUMLAH_PBK","CURRENCY_PBK","TIPE_PBK","FG_STATUS","NPWP","KPP","CAB","NAMA","MAP","KD SETOR","MASA PAJAK","TAHUN PAJAK","KPPADM_LB","NPWP","KPP","CAB","NAMA","MAP","KD SETOR","MASA PAJAK","TAHUN PAJAK","NO PROD HUKUM","KPPADM_KB","NTPN"
"652","PBK-00135/I/WPJ.09/KP.0503/2022","20220119","20210416","91,395","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411122","920","4","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411122","920","4","2021","","007","C1EDB742RFIQ7UMU"
"653","PBK-00107/I/WPJ.09/KP.0503/2022","20220117","20210827","150,840","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411122","920","8","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411122","920","8","2021","","007","B003D7437JUI8ULS"
"654","PBK-00108/I/WPJ.09/KP.0503/2022","20220117","20211015","553,206","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411122","920","10","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411122","920","10","2021","","007","534D45B8B34SL9PD"
"655","PBK-00077/I/WPJ.09/KP.0503/2022","20220114","20210416","609,300","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411211","920","4","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411211","920","4","2021","","007","E8518742RFIONDV7"
"656","PBK-00088/I/WPJ.09/KP.0503/2022","20220114","20210507","1,036,218","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411211","920","5","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411211","920","5","2021","","007","4343A742UFPJ5S7C"
"657","PBK-00089/I/WPJ.09/KP.0503/2022","20220114","20210511","211,893","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411211","920","5","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411211","920","5","2021","","007","52C9A1PHVGTDG7AH"
"658","PBK-00090/I/WPJ.09/KP.0503/2022","20220114","20210726","2,371,440","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411211","920","7","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411211","920","7","2021","","007","77B8F4EQL31GUN84"
"659","PBK-00091/I/WPJ.09/KP.0503/2022","20220114","20210726","938,700","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411211","920","7","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411211","920","7","2021","","007","E1B314EQL31GFC3S"
"660","PBK-00092/I/WPJ.09/KP.0503/2022","20220114","20210827","1,005,600","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411211","920","8","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411211","920","8","2021","","007","B9E0A5B87UPP931S"
"661","PBK-00093/I/WPJ.09/KP.0503/2022","20220114","20211015","3,688,039","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411211","920","10","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411211","920","10","2021","","007","91FD91PIBORASV7N"
"662","PBK-00094/I/WPJ.09/KP.0503/2022","20220114","20211015","276,000","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411211","920","10","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411211","920","10","2021","","007","5EDF400NC3MICTJ7"
"663","PBK-00095/I/WPJ.09/KP.0503/2022","20220114","20210726","119,904","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411211","920","7","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411211","920","7","2021","","007","C67D84EQL31GOK27"
"664","PBK-00098/I/WPJ.09/KP.0503/2022","20220114","20210408","582,872","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411211","920","4","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411211","920","4","2021","","007","357B467LBJRA49OR"
"665","PBK-00099/I/WPJ.09/KP.0503/2022","20220114","20210408","259,054","IDR","KIRIM","SETUJU","029985207","422","001","PARIT PADANG GLOBAL","411211","920","4","2021","422","029985207","007","000","PARIT PADANG GLOBAL","411211","920","4","2021","","007","DF21200MSPQI8C1K"
"666","PBK-00204/III/WPJ.33/KP.0203/2022","20220322","20210824","568,400","IDR","KIRIM","SETUJU","909740474","432","000","SERAYU CIPTA MANDIRI","411122","910","8","2021","427","029985207","007","000","PARIT PADANG GLOBAL","411122","910","8","2021","","007","28BE62LVOEJ2TMO1"
"667","PBK-00205/III/WPJ.33/KP.0203/2022","20220322","20210824","253,600","IDR","KIRIM","SETUJU","909740474","432","000","SERAYU CIPTA MANDIRI","411122","910","8","2021","427","029985207","007","000","PARIT PADANG GLOBAL","411122","910","8","2021","","007","3B8383ID895FBC5C"
"668","PBK-00206/III/WPJ.33/KP.0203/2022","20220322","20210824","660,600","IDR","KIRIM","SETUJU","909740474","432","000","SERAYU CIPTA MANDIRI","411122","910","8","2021","427","029985207","007","000","PARIT PADANG GLOBAL","411122","910","8","2021","","007","A5E412LVOEJ2UUO1"
"669","PBK-00207/III/WPJ.33/KP.0203/2022","20220322","20210824","493,800","IDR","KIRIM","SETUJU","909740474","432","000","SERAYU CIPTA MANDIRI","411122","910","8","2021","427","029985207","007","000","PARIT PADANG GLOBAL","411122","910","8","2021","","007","6ADF35B87UA82EFA"
"670","PBK-00208/III/WPJ.33/KP.0203/2022","20220322","20210824","606,300","IDR","KIRIM","SETUJU","909740474","432","000","SERAYU CIPTA MANDIRI","411122","910","8","2021","427","029985207","007","000","PARIT PADANG GLOBAL","411122","910","8","2021","","007","0F18C2LVOEJ2R1ND"
"671","PBK-00209/III/WPJ.33/KP.0203/2022","20220322","20210824","505,200","IDR","KIRIM","SETUJU","909740474","432","000","SERAYU CIPTA MANDIRI","411122","910","8","2021","427","029985207","007","000","PARIT PADANG GLOBAL","411122","910","8","2021","","007","6EFE85B87UA811J2"
"672","PBK-00210/III/WPJ.33/KP.0203/2022","20220322","20210824","489,200","IDR","KIRIM","SETUJU","909740474","432","000","SERAYU CIPTA MANDIRI","411122","910","8","2021","427","029985207","007","000","PARIT PADANG GLOBAL","411122","910","8","2021","","007","E718F67LNOSKDE3L"
"673","PBK-00211/III/WPJ.33/KP.0203/2022","20220322","20210824","618,600","IDR","KIRIM","SETUJU","909740474","432","000","SERAYU CIPTA MANDIRI","411122","910","8","2021","427","029985207","007","000","PARIT PADANG GLOBAL","411122","910","8","2021","","007","2B5AE1PI8K0MBGNQ"
"674","PBK-00264/II/WPJ.09/KP.1703/2022","20220225","20190308","3,125,222","IDR","KIRIM","SETUJU","011063013","441","000","SAPTA SARITAMA","411211","920","3","2019","459","013059670","007","000","TRI SAPTA JAYA","411211","920","3","2019","","007","3D5813K2QKQG92J2"
"675","PBK-00275/II/WPJ.09/KP.1703/2022","20220225","20190308","569,937","IDR","KIRIM","SETUJU","011063013","441","000","SAPTA SARITAMA","411122","920","3","2019","459","013059670","007","000","TRI SAPTA JAYA","411122","920","3","2019","","007","E15363K369BE0AJ2"
"676","PBK-00252/II/WPJ.09/KP.1703/2022","20220222","20190308","3,799,580","IDR","KIRIM","SETUJU","011063013","441","000","SAPTA SARITAMA","411211","920","3","2019","459","013059670","007","000","TRI SAPTA JAYA","411211","920","3","2019","","007","F0AE83K33C76IGJ2"
"677","PBK-00253/II/WPJ.09/KP.1703/2022","20220222","20190308","609,975","IDR","KIRIM","SETUJU","011063013","441","000","SAPTA SARITAMA","411122","920","3","2019","459","013059670","007","000","TRI SAPTA JAYA","411122","920","3","2019","","007","0280C3K4I7KU79J2"
"678","PBK-00235/II/WPJ.09/KP.1703/2022","20220216","20190308","4,066,500","IDR","KIRIM","SETUJU","011063013","441","000","SAPTA SARITAMA","411211","920","3","2019","459","013059670","007","000","TRI SAPTA JAYA","411211","920","3","2019","","007","8568B3K3GOK8OEJ2"
"679","PBK-00263/II/WPJ.10/KP.1103/2022","20220218","20211201","9,918,182","IDR","KIRIM","SETUJU","001296565","514","000","DINAS KESEHATAN KABUPATEN BLORA","411211","920","12","2021","514","029985207","007","000","PARIT PADANG GLOBAL","411211","920","11","2021","","007","B2AE95B8H53JHBKU"
"680","PBK-00376/II/WPJ.10/KP.1803/2022","20220221","20211011","961,175","IDR","KIRIM","SETUJU","315510982","518","000","PANDA MITRA SETIA","411211","920","10","2021","519","029985207","007","000","PARIT PADANG GLOBAL","411211","920","10","2021","","007","BCA7280GQHK4OG9R"
"681","PBK-00377/II/WPJ.10/KP.1803/2022","20220221","20211011","144,176","IDR","KIRIM","SETUJU","315510982","518","000","PANDA MITRA SETIA","411122","920","10","2021","519","029985207","007","000","PARIT PADANG GLOBAL","411122","920","10","2021","","007","ECB635B8B1T039NA"
"682","PBK-00378/II/WPJ.10/KP.1803/2022","20220221","20211011","70,688","IDR","KIRIM","SETUJU","315510982","518","000","PANDA MITRA SETIA","411122","920","10","2021","519","029985207","007","000","PARIT PADANG GLOBAL","411122","920","10","2021","","007","6B08700NC2EMO5TS"
"683","PBK-00357/II/WPJ.10/KP.1803/2022","20220217","20211011","471,250","IDR","KIRIM","SETUJU","315510982","518","000","PANDA MITRA SETIA","411211","920","10","2021","519","029985207","007","000","PARIT PADANG GLOBAL","411211","920","10","2021","","007","D45BA743AN1PKA0K"
"684","PBK-00236/II/WPJ.12/KP.0803/2022","20220222","20211015","144,625","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411122","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411122","920","10","2021","","007","2CB144HLPVJB9EJ6"
"685","PBK-00237/II/WPJ.12/KP.0803/2022","20220222","20211223","112,143","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411122","920","12","2021","627","013059670","007","000","TRI SAPTA JAYA","411122","920","12","2021","","007","3E2CB3IDHIPH15JE"
"686","PBK-00238/II/WPJ.12/KP.0803/2022","20220222","20211223","747,620","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411211","920","12","2021","627","013059670","007","000","TRI SAPTA JAYA","411211","920","12","2021","","007","03F2F2M01O74BG83"
"687","PBK-00239/II/WPJ.12/KP.0803/2022","20220222","20211015","964,165","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411211","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411211","920","10","2021","","007","6F64F2OQQAEIEI7F"
"688","PBK-00240/II/WPJ.12/KP.0803/2022","20220222","20211015","333,000","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411211","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411211","920","10","2021","","007","57FED1SDAFS692GA"
"689","PBK-00241/II/WPJ.12/KP.0803/2022","20220222","20211015","49,950","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411122","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411122","920","10","2021","","007","0C3DF76U9FAGOHB6"
"690","PBK-00058/I/WPJ.12/KP.0803/2022","20220121","20211019","80,226","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411122","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411122","920","10","2021","","007","69A8600NC43TJ6P4"
"691","PBK-00059/I/WPJ.12/KP.0803/2022","20220121","20211019","42,075","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411122","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411122","920","10","2021","","007","B7F535B8B3I8AEJP"
"692","PBK-00060/I/WPJ.12/KP.0803/2022","20220121","20211019","280,500","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411211","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411211","920","10","2021","","007","AEDA61PIBP8N1D8H"
"693","PBK-00061/I/WPJ.12/KP.0803/2022","20220121","20211029","175,943","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411122","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411122","920","10","2021","","007","FD5A82OQQAIMNQ6I"
"694","PBK-00062/I/WPJ.12/KP.0803/2022","20220121","20211029","1,172,952","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411211","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411211","920","10","2021","","007","88DA62OQQAIMMTNS"
"695","PBK-00063/I/WPJ.12/KP.0803/2022","20220121","20211005","214,950","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411122","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411122","920","10","2021","","007","475223IDBBVG6IED"
"696","PBK-00064/I/WPJ.12/KP.0803/2022","20220121","20211019","534,840","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411211","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411211","920","10","2021","","007","91EE12LVRJR2IMEK"
"697","PBK-00065/I/WPJ.12/KP.0803/2022","20220121","20211005","1,433,000","IDR","KIRIM","SETUJU","013059670","627","001","TRI SAPTA JAYA","411211","920","10","2021","627","013059670","007","000","TRI SAPTA JAYA","411211","920","10","2021","","007","C9BEF67LQRMLNHNB"
"698","PBK-00201/II/WPJ.24/KP.1703/2022","20220214","20211209","7,014,017","IDR","KIRIM","SETUJU","015385156","645","000","BIMA SAKTI ADHINATA","411128","409","11","2021","636","026551911","008","000","GEMILANG KARUNIA TAMA","411211","100","2","2022","","007","142240T522MJU14J"
"699","PBK-00190/II/WPJ.24/KP.1703/2022","20220208","20220126","4,273,839","IDR","KIRIM","SETUJU","817815996","602","000","AICE ICE CREAM JATIM INDUSTRY","411128","403","8","2021","636","029027000","007","000","LOTTE MART INDONESIA","411128","403","2","2022","","007","1571300NBUIQODU8"
"700","PBK-00723/III/WPJ.24/KP.0803/2022","20220309","20211229","2,915,000","IDR","KIRIM","SETUJU","721497394","603","000","LUMBUNG JAYA PERKASA","411211","920","12","2021","641","023599467","004","000","TAMIANG MULTI TRADA","411211","920","12","2021","","007","24D3B67M172CLI0P"
"701","PBK-00091/I/WPJ.24/KP.1403/2022","20220113","20211206","11,181,818","IDR","KIRIM","SETUJU","010016061","647","002","BANK NEGARA INDONESIA","411211","100","12","2021","647","025776261","008","000","BALLAST GRAHA","411211","900","12","2021","","007","AF32F2M01M5U55JH"
"702","PBK-00033/I/WPJ.13/KP.0503/2022","20220118","20211216","43,655,365","IDR","KIRIM","SETUJU","001159839","705","000","RUMAH SAKIT UMUM DAERAH M. TH. DJAMAN KABUPATEN SANGGAU","411211","100","12","2021","705","029985207","007","000","PARIT PADANG GLOBAL","411211","920","12","2021","","007","2F9A42M01PI5LJAD"
"703","PBK-00037/I/WPJ.13/KP.0503/2022","20220118","20211216","39,586,760","IDR","KIRIM","SETUJU","001159839","705","000","RUMAH SAKIT UMUM DAERAH M. TH. DJAMAN KABUPATEN SANGGAU","411211","100","12","2021","705","029985207","007","000","PARIT PADANG GLOBAL","411211","920","12","2021","","007","517041PIHUVPO59M"
"704","PBK-00178/III/WPJ.29/KP.0303/2022","20220304","20211229","2,305,203","IDR","KIRIM","SETUJU","032813677","711","001","ARISTA JAYA LESTARI","411122","920","12","2021","711","032813677","008","000","ARISTA JAYA LESTARI","411122","920","12","2021","","007","268BF67M13CO9H7J"
"705","PBK-00180/III/WPJ.29/KP.0303/2022","20220304","20211229","15,368,023","IDR","KIRIM","SETUJU","032813677","711","001","ARISTA JAYA LESTARI","411211","920","12","2021","711","032813677","008","000","ARISTA JAYA LESTARI","411211","920","12","2021","","007","1A3810T523UACV7Q"
"706","PBK-00086/II/WPJ.29/KP.0903/2022","20220211","20210927","345,586","IDR","KIRIM","SETUJU","002730216","714","000","DINAS KESEHATAN KABUPATEN BARITO TIMUR","411122","920","9","2021","714","029985207","007","000","PARIT PADANG GLOBAL","411122","920","9","2021","","007","6CF9600N92588HSV"
"707","PBK-00087/II/WPJ.29/KP.0903/2022","20220211","20210927","2,303,909","IDR","KIRIM","SETUJU","002730216","714","000","DINAS KESEHATAN KABUPATEN BARITO TIMUR","411211","920","9","2021","714","029985207","007","000","PARIT PADANG GLOBAL","411211","920","9","2021","","007","3D0924EQO716L5U6"
"708","PBK-00106/II/WPJ.14/KP.0603/2022","20220208","20211230","6,930,000","IDR","KIRIM","SETUJU","003314374","726","000","DINAS KESEHATAN KABUPATEN PENAJAM PASER UTARA","411211","920","12","2021","726","013157086","007","000","MENSA BINASUKSES","411211","920","12","2021","","007","8044667M17HV0RDB"
"709","PBK-00107/II/WPJ.14/KP.0603/2022","20220208","20211230","1,039,500","IDR","KIRIM","SETUJU","003314374","726","000","DINAS KESEHATAN KABUPATEN PENAJAM PASER UTARA","411122","920","12","2021","726","013157086","007","000","MENSA BINASUKSES","411122","920","12","2021","","007","CEC8F5B8HCVJN2C4"
"710","PBK-00049/III/WPJ.29/KP.0503/2022","20220311","20220121","54,552","IDR","KIRIM","SETUJU","001294966","733","000","RUMAH SAKIT UMUM DAERAH BRIGJEND H. HASAN BASRY KANDANGAN KABUPATEN HULU SUNGAI SELATAN","411122","920","12","2021","733","029985207","007","000","PARIT PADANG GLOBAL","411122","920","12","2021","","007","417A61PIL2RF71KU"
"711","PBK-00160/II/WPJ.15/KP.0103/2022","20220202","20211028","190,950","IDR","KIRIM","SETUJU","001805241","801","000","RUMAH SAKIT DR. TADJUDIN CHALID MAKASSAR DITJEN PELAYANAN KESEHATAN KEMENTERIAN KESEHATAN","411122","910","10","2021","801","029985207","007","000","PARIT PADANG GLOBAL","411122","910","10","2021","","007","3C20C80GQKB6OEIB"
"712","PBK-00161/II/WPJ.15/KP.0103/2022","20220202","20211028","74,445","IDR","KIRIM","SETUJU","001805241","801","000","RUMAH SAKIT DR. TADJUDIN CHALID MAKASSAR DITJEN PELAYANAN KESEHATAN KEMENTERIAN KESEHATAN","411122","910","10","2021","801","029985207","007","000","PARIT PADANG GLOBAL","411122","910","10","2021","","007","7A2F31PIBQADU462"
"713","PBK-00115/II/WPJ.15/KP.0403/2022","20220225","20211231","7,936,364","IDR","KIRIM","SETUJU","964630610","803","000","RUMAH SAKIT UMUM DAERAH A. DJEMMA MASAMBA KABUPATEN LUWU UTARA","411122","900","11","2021","803","033299553","002","000","MEDICA SUKSES ABADI","411122","920","11","2021","","007","7A3843IDHKH7KI77"
"714","PBK-00086/II/WPJ.15/KP.0403/2022","20220214","20211231","2,909,160","IDR","KIRIM","SETUJU","002729978","803","000","DINAS KESEHATAN KABUPATEN LUWU","411122","920","12","2021","803","029985207","007","000","PARIT PADANG GLOBAL","411122","920","12","2021","","007","61CA9743H0PK846E"
"715","PBK-00087/II/WPJ.15/KP.0403/2022","20220214","20211229","787,500","IDR","KIRIM","SETUJU","002729978","803","000","DINAS KESEHATAN KABUPATEN LUWU","411122","920","12","2021","803","029985207","007","000","PARIT PADANG GLOBAL","411122","920","12","2021","","007","886735B8HBKEAT6J"
"716","PBK-00249/III/WPJ.15/KP.0703/2022","20220322","20211229","433,955","IDR","KIRIM","SETUJU","000449249","804","000","RUMKIT TK.II PELAMONIA DAM XIV/HASANUDDIN MARKAS BESAR TNI AD KEMENTERIAN PERTAHANAN","411211","910","12","2021","804","029985207","007","000","PARIT PADANG GLOBAL","411211","910","12","2021","","007","D959D2OR06JIFKC1"
"717","PBK-00071/III/WPJ.15/KP.0803/2022","20220321","20211229","2,748,355","IDR","KIRIM","SETUJU","003316205","806","000","DINAS KESEHATAN KABUPATEN BULUKUMBA","411122","920","12","2021","806","030793087","009","000","PERMANA PUTRA MANDIRI","411122","920","12","2021","","007","8E0C32RLV35MJ2MD"
"718","PBK-00092/III/WPJ.15/KP.0803/2022","20220321","20211229","18,322,368","IDR","KIRIM","SETUJU","003316205","806","000","DINAS KESEHATAN KABUPATEN BULUKUMBA","411211","920","12","2021","806","030793087","009","000","PERMANA PUTRA MANDIRI","411211","920","12","2021","","007","12AE25GUEISRPTP2"
"719","PBK-00267/III/WPJ.15/KP.0503/2022","20220322","20211230","8,232,545","IDR","KIRIM","SETUJU","013059670","811","001","TRI SAPTA JAYA","411211","920","12","2021","811","013059670","007","000","TRI SAPTA JAYA","411122","920","12","2021","","007","493F100NIC6VM958"
"720","PBK-00264/III/WPJ.15/KP.1203/2022","20220311","20211215","2,350,909","IDR","KIRIM","SETUJU","002757334","813","000","DINAS KESEHATAN KABUPATEN MAJENE","411211","920","12","2021","813","013859343","007","000","ITAMA RANORAYA TBK.","411211","920","12","2021","","007","FE8F81PIHT792IAD"
"721","PBK-00265/III/WPJ.15/KP.1203/2022","20220311","20211215","352,636","IDR","KIRIM","SETUJU","002757334","813","000","DINAS KESEHATAN KABUPATEN MAJENE","411122","920","12","2021","813","013859343","007","000","ITAMA RANORAYA TBK.","411122","920","12","2021","","007","A9FD51PIHT7LBMDS"
"722","PBK-00236/III/WPJ.15/KP.1203/2022","20220304","20211227","16,758,636","IDR","KIRIM","SETUJU","002757334","813","000","DINAS KESEHATAN KABUPATEN MAJENE","411211","920","12","2021","813","029985207","007","000","PARIT PADANG GLOBAL","411211","920","12","2021","","007","049A967M152RBPFA"
"723","PBK-00119/II/WPJ.15/KP.1203/2022","20220218","20211227","187,273","IDR","KIRIM","SETUJU","002757334","813","000","DINAS KESEHATAN KABUPATEN MAJENE","411211","920","12","2021","813","029985207","007","000","PARIT PADANG GLOBAL","411211","920","12","2021","","007","2CE281PII07MH73A"
"724","PBK-00100/II/WPJ.15/KP.1203/2022","20220216","20211227","28,091","IDR","KIRIM","SETUJU","002757334","813","000","DINAS KESEHATAN KABUPATEN MAJENE","411122","920","12","2021","813","029985207","007","000","PARIT PADANG GLOBAL","411122","920","12","2021","","007","05AC92M01QQ32MOC"
"725","PBK-00101/II/WPJ.15/KP.1203/2022","20220216","20211227","2,513,795","IDR","KIRIM","SETUJU","002757334","813","000","DINAS KESEHATAN KABUPATEN MAJENE","411122","920","12","2021","813","029985207","007","000","PARIT PADANG GLOBAL","411122","920","12","2021","","007","09FBA3IDHLBMJ7EC"
"726","PBK-00155/III/WPJ.15/KP.1403/2022","20220317","20211230","1,234,882","IDR","KIRIM","SETUJU","003301488","815","000","DINAS KESEHATAN KABUPATEN KOLAKA TIMUR","411122","920","12","2021","815","013059670","007","000","TRI SAPTA JAYA","411122","920","12","2021","","007","98E752M01RU50GLR"
"727","PBK-00099/III/WPJ.15/KP.1503/2022","20220321","20211230","489,282","IDR","KIRIM","SETUJU","001222611","816","000","RUMAH SAKIT UMUM DAERAH KABUPATEN MUNA BARAT","411122","920","12","2021","816","013059670","007","000","TRI SAPTA JAYA","411122","920","12","2021","","007","39EBC1V8F8MDB9KP"
"728","PBK-00170/II/WPJ.16/KP.0203/2022","20220208","20211117","1,836,740","IDR","KIRIM","SETUJU","955035266","822","000","RUMAH SAKIT UMUM DAERAH DR. HASRI AINUN HABIBIE PROVINSI GORONTALO","411211","920","11","2021","822","013157086","007","000","MENSA BINASUKSES","411211","920","11","2021","","007","49F6E2LVUJBHC8IF"
"729","PBK-00171/II/WPJ.16/KP.0203/2022","20220208","20211028","332,727","IDR","KIRIM","SETUJU","955035266","822","000","RUMAH SAKIT UMUM DAERAH DR. HASRI AINUN HABIBIE PROVINSI GORONTALO","411211","920","10","2021","822","013157086","007","000","MENSA BINASUKSES","411211","920","10","2021","","007","A81C34EQR9Q0OO6D"
"730","PBK-00172/II/WPJ.16/KP.0203/2022","20220208","20211019","141,305","IDR","KIRIM","SETUJU","955035266","822","000","RUMAH SAKIT UMUM DAERAH DR. HASRI AINUN HABIBIE PROVINSI GORONTALO","411211","920","9","2021","822","013157086","007","000","MENSA BINASUKSES","411211","920","9","2021","","007","083152LVOJG2DT39"
"731","PBK-00104/I/WPJ.16/KP.0203/2022","20220117","20210630","244,550","IDR","KIRIM","SETUJU","013059670","822","001","TRI SAPTA JAYA","411211","920","5","2021","822","013059670","007","000","TRI SAPTA JAYA","411211","920","5","2021","","007","F7F742LVIDNLIMK1"
"732","PBK-00479/III/WPJ.16/KP.0603/2022","20220323","20211231","4,523,500","IDR","KIRIM","SETUJU","008270258","823","000","BENDAHARA KUASA UMUM DAERAH KOTA BITUNG","411211","920","12","2021","823","029985207","007","000","PARIT PADANG GLOBAL","411211","920","12","2021","","007","7ADCE67M17P319Q4"
"733","PBK-00480/III/WPJ.16/KP.0603/2022","20220323","20211230","678,525","IDR","KIRIM","SETUJU","008270258","823","000","BENDAHARA KUASA UMUM DAERAH KOTA BITUNG","411122","920","12","2021","823","029985207","007","000","PARIT PADANG GLOBAL","411122","920","12","2021","","007","1F3DC743H2B9UCT0"
"734","PBK-00481/III/WPJ.16/KP.0603/2022","20220323","20201228","797,727","IDR","KIRIM","SETUJU","008270258","823","000","BENDAHARA KUASA UMUM DAERAH KOTA BITUNG","411211","920","12","2020","823","029985207","007","000","PARIT PADANG GLOBAL","411211","920","12","2020","","007","CFE151PHGEE1JT5A"
"735","PBK-00482/III/WPJ.16/KP.0603/2022","20220323","20201228","119,659","IDR","KIRIM","SETUJU","008270258","823","000","BENDAHARA KUASA UMUM DAERAH KOTA BITUNG","411122","920","12","2020","823","029985207","007","000","PARIT PADANG GLOBAL","411122","920","12","2020","","007","4741D00MGP96F7G4"
"736","PBK-00361/II/WPJ.16/KP.0603/2022","20220222","20211105","1,794,545","IDR","KIRIM","SETUJU","003317898","823","000","BADAN KEUANGAN DAN ASET DAERAH KOTA BITUNG","411211","920","10","2021","823","013157086","007","000","MENSA BINASUKSES","411211","920","10","2021","","007","544A54EQU7UE4O9E"
"737","PBK-00362/II/WPJ.16/KP.0603/2022","20220222","20211104","269,182","IDR","KIRIM","SETUJU","003317898","823","000","BADAN KEUANGAN DAN ASET DAERAH KOTA BITUNG","411122","920","10","2021","823","013157086","007","000","MENSA BINASUKSES","411122","920","10","2021","","007","FECBD4EQU7UD886M"
"738","PBK-00282/II/WPJ.16/KP.0603/2022","20220203","20211111","134,284","IDR","KIRIM","SETUJU","003085693","823","000","RUMAH SAKIT UMUM DAERAH MARIA WALANDA MARAMIS KABUPATEN MINAHASA UTARA","411122","100","11","2021","823","013059670","007","000","TRI SAPTA JAYA","411122","920","11","2021","","007","69A4579PB8I17KSS"
"739","PBK-00283/II/WPJ.16/KP.0603/2022","20220203","20211111","895,226","IDR","KIRIM","SETUJU","003085693","823","000","RUMAH SAKIT UMUM DAERAH MARIA WALANDA MARAMIS KABUPATEN MINAHASA UTARA","411211","100","11","2021","823","013059670","007","000","TRI SAPTA JAYA","411211","920","11","2021","","007","A180979PB8I1AOHK"
"740","PBK-00284/II/WPJ.16/KP.0603/2022","20220203","20211227","504,750","IDR","KIRIM","SETUJU","003085693","823","000","RUMAH SAKIT UMUM DAERAH MARIA WALANDA MARAMIS KABUPATEN MINAHASA UTARA","411122","100","12","2021","823","013059670","007","000","TRI SAPTA JAYA","411122","920","12","2021","","007","3B49A1V8F889TF2A"
"741","PBK-00285/II/WPJ.16/KP.0603/2022","20220203","20211223","4,370,000","IDR","KIRIM","SETUJU","003085693","823","000","RUMAH SAKIT UMUM DAERAH MARIA WALANDA MARAMIS KABUPATEN MINAHASA UTARA","411211","100","12","2021","823","013059670","007","000","TRI SAPTA JAYA","411211","920","12","2021","","007","290B81V8F7UTP636"
"742","PBK-00286/II/WPJ.16/KP.0603/2022","20220203","20211227","3,365,000","IDR","KIRIM","SETUJU","003085693","823","000","RUMAH SAKIT UMUM DAERAH MARIA WALANDA MARAMIS KABUPATEN MINAHASA UTARA","411211","100","12","2021","823","013059670","007","000","TRI SAPTA JAYA","411211","920","12","2021","","007","7C24B2RLV2QLCLTD"
